Classifier,nTrackPoints,MinBoundCircleRadius_m,MBCCminusCoM,entropy,trackLength_m,tortuosity
Mobile,5,5.00321714100037e-07,0.211366833205198,0.811278124459133,1.11788876394082e-06,1.11716994529374
Mobile,10,8.1621016901286e-07,0.0932380443995163,0.811278124459133,6.08107063533011e-06,31.0857641757894
Mobile,10,1.53093742367217e-06,0.039429599204185,0.811278124459133,3.7441089133006e-06,1.27688431582877
Mobile,8,4.49003789739019e-07,0.183265172848714,0.811278124459133,2.06713381792549e-06,10.8407156793871
Mobile,6,3.05481406281937e-07,0.347760529659846,0.811278124459133,1.17537980778211e-06,2.71302112271858
Mobile,9,9.2014329318862e-07,0.117606342219243,0.811278124459133,3.50025170332316e-06,2.09087812417037
Mobile,8,8.28572200354321e-07,0.525525152384637,0.811278124459133,2.74799898627478e-06,1.80363035118686
Mobile,5,7.29962716856142e-07,0.184134564731252,0.811278124459133,1.77050681267756e-06,1.21273783701098
Mobile,5,4.35455219282075e-07,0.175696792303781,0.811278124459133,1.30810301820846e-06,2.67572312091071
Mobile,5,5.69363546427061e-07,0.323266080330915,0.811278124459133,2.159937113594e-06,2.04750186495655
Mobile,5,3.97335509613726e-07,0.378653850314788,0.811278124459133,1.54791243971816e-06,4.80454174663804
Mobile,5,8.07689698832416e-07,0.197341439275244,0.811278124459133,2.06311715240172e-06,1.49486535256217
Mobile,6,7.01317434547297e-07,0.336661993631416,0.811278124459133,3.95126313206504e-06,9.68792857444765
Mobile,12,8.97692629801537e-07,0.133021150697544,0.811278124459133,3.47104668729167e-06,2.49771723724633
Mobile,5,2.5972446727383e-07,0.219838860396316,0.811278124459133,1.11512868228832e-06,4.20251817741029
Mobile,5,6.77932518175666e-07,0.278013357194928,0.811278124459133,2.01307379791823e-06,2.66424521880975
Mobile,5,8.07681331219189e-07,0.306102521749922,0.811278124459133,1.77610372848723e-06,1.12662433857045
Mobile,5,4.93294505138666e-07,0.127967654249664,0.811278124459133,1.12621656031487e-06,1.14152554770328
Mobile,10,1.11594993436086e-06,0.217755942758502,0.811278124459133,3.4794105867277e-06,1.80165166029386
Mobile,5,2.57621464944208e-07,0.105785653079975,0.811278124459133,1.60524552961812e-06,8.59031732742828
Mobile,5,4.37542569957495e-07,0.0872863710405248,0.811278124459133,1.98447522708319e-06,4.45734939836622
Mobile,5,3.48938541293447e-07,0.265457409361706,0.811278124459133,1.28950723162556e-06,4.68634309219685
Mobile,7,1.31496134087661e-06,0.150453855188041,0.811278124459133,2.98728354549623e-06,1.1358826501716
Mobile,10,8.2162946003658e-07,0.297876837063148,0.811278124459133,2.87735382083075e-06,1.75100453475868
Mobile,5,9.26125831623328e-07,0.23070237126095,0.811278124459133,2.86742586295219e-06,1.79447909911982
Mobile,6,7.67772032832662e-07,0.369938609357872,0.811278124459133,2.71456166263106e-06,4.09865367030084
Mobile,7,1.02542347930523e-06,0.236808216321143,0.811278124459133,3.63893038978775e-06,2.67616567808668
Mobile,6,5.21920882893182e-07,0.256272156905026,0.811278124459133,1.84372063389216e-06,2.29994165294392
Mobile,6,4.56163563647953e-07,0.266619555646319,0.811278124459133,1.61950705548572e-06,2.69481162619048
Mobile,5,6.34968139043213e-07,0.204929213574083,0.811278124459133,1.84961450432507e-06,1.45646245110197
Mobile,10,6.59559668870072e-07,0.0814147246920183,0.811278124459133,4.10370267598531e-06,7.58815978820826
Mobile,7,9.79859908354251e-07,0.234353032587961,0.811278124459133,3.70277262623106e-06,4.04216497275029
Mobile,7,7.98517410096705e-07,0.334477972193951,0.811278124459133,3.19980880855982e-06,2.05961463251826
Mobile,5,7.09970320506429e-07,0.244063739614725,0.811278124459133,2.0380065478242e-06,1.80783586337398
Mobile,5,4.72659555173004e-07,0.300792957951545,0.811278124459133,1.51952829587516e-06,1.61389809127494
Mobile,7,9.06896316014128e-07,0.0822604450500576,0.811278124459133,2.4317935653337e-06,1.34072303657688
Mobile,5,8.21053715173376e-07,0.212153234098969,0.811278124459133,1.93436992738412e-06,1.17798013189408
Mobile,6,6.26128472439962e-07,0.218803268128545,0.811278124459133,2.51334056824116e-06,4.23237034977678
Mobile,7,7.85788458047074e-07,0.393986991958988,0.811278124459133,2.54108486861279e-06,1.84801441797368
Mobile,5,5.67743220831388e-07,0.0779247065039106,0.811278124459133,1.60339215983247e-06,1.41207512569195
Mobile,6,4.34841061028748e-07,0.149615856552784,0.811278124459133,1.99191969622371e-06,2.39997157598818
Mobile,8,7.7745183773659e-07,0.432535642057122,0.811278124459133,2.67992637022983e-06,1.88212569509731
Mobile,5,5.82469270605756e-07,0.158468446021084,0.811278124459133,2.1397098488247e-06,2.96188629228346
Mobile,5,5.99498371640825e-07,0.211106774190901,0.811278124459133,1.89164947085026e-06,2.19536485033131
Mobile,5,4.59800953257736e-07,0.301703092346237,0.811278124459133,1.76720827939026e-06,1.92203285754582
Mobile,6,3.89826862706185e-07,0.266014109196479,0.811278124459133,1.99913434893499e-06,7.96442069262679
Mobile,6,6.66300938615578e-07,0.0609028448552597,0.811278124459133,1.90701865399888e-06,1.43104905267073
Mobile,6,8.74137212112607e-07,0.316295914313778,0.811278124459133,3.32667315497773e-06,4.0301393444909
Mobile,7,4.60079935109558e-07,0.251710433150806,0.811278124459133,1.73821306015535e-06,1.9194350786589
Hybrid,73,6.16064827757599e-07,0.869990071920686,0.811278124459133,3.04026801094601e-06,2.58341142486873
Hybrid,19,5.60622830787329e-07,0.583580357347765,0.811278124459133,1.81250005782128e-06,1.7543090343015
Hybrid,7,6.18407099571147e-07,0.0809353331367669,0.811278124459133,2.43145782298853e-06,4.14685491539361
Hybrid,5,3.13907604240485e-07,0.5604630882643,0.811278124459133,6.94082758446274e-07,1.13527056651396
Hybrid,14,6.16494845396131e-07,0.682956840785915,0.811278124459133,2.47109709249753e-06,2.37520054027079
Hybrid,6,1.11111446755049e-07,0.450902370435664,0.811278124459133,4.81882228212941e-07,2.33090790195333
Hybrid,15,6.64227045519829e-07,0.740733657923798,0.811278124459133,2.54451145885027e-06,3.98842254627183
Hybrid,15,7.40196730606128e-08,0.717804275781452,0.811278124459133,3.588838153965e-07,2.78089679609389
Hybrid,6,5.85668629858215e-07,0.273105805891111,0.811278124459133,2.16548031093181e-06,1.84872485953025
Hybrid,40,4.82612304857637e-07,0.894371058530966,0.811278124459133,2.93133818450493e-06,115.045945594341
Hybrid,5,6.08524994392178e-07,0.287683889536762,0.811278124459133,1.5050550328678e-06,1.23664191835795
Hybrid,17,2.80302608095832e-07,0.64758292982349,0.811278124459133,1.5174525686552e-06,3.93726189882664
Hybrid,9,8.27835732497686e-08,0.570593631641983,0.811278124459133,2.68030522281095e-07,1.87049015339244
Hybrid,8,7.7093392920535e-07,0.112165023128677,0.811278124459133,1.61362375496881e-06,1.04653829195977
Hybrid,8,1.67377436950147e-07,0.5310076763059,0.811278124459133,4.74629457185326e-07,1.53570117629095
Hybrid,82,6.31087813507307e-07,0.872586105698432,0.811278124459133,5.36192818360138e-06,5.97510604215288
Hybrid,9,1.96250028280253e-07,0.68427797785907,0.811278124459133,4.86989038882429e-07,1.32384438808386
Hybrid,146,1.39227051749473e-06,0.484336466149395,0.811278124459133,2.75154938628763e-05,637.650379492291
Hybrid,18,7.31761919752593e-07,0.670475927914115,0.811278124459133,3.13274495207594e-06,11.4850619190998
Hybrid,52,1.5573055705288e-07,0.430128300573953,0.811278124459133,1.6386799660431e-06,7.19709704122162
Hybrid,7,7.52932528185628e-07,0.0333937374529986,0.811278124459133,2.67102262183015e-06,1.77374633306561
Hybrid,37,5.49132121078343e-07,0.794870456232476,0.811278124459133,2.71832802002131e-06,4.21067884050687
Hybrid,17,2.52618466466726e-07,0.805999680254274,0.811278124459133,1.24305841999675e-06,26.6566274883291
Hybrid,5,5.52418377218807e-07,0.551460197822577,0.811278124459133,1.5017327014716e-06,1.36587764703504
Hybrid,31,4.7627632987584e-07,0.749065179175155,0.811278124459133,2.15028168219719e-06,2.70120616447719
Hybrid,19,1.39023115200315e-06,0.375242118942459,0.811278124459133,3.19849472742852e-06,1.1690888007642
Hybrid,13,4.41901462319372e-07,0.374226923110064,0.811278124459133,2.42642831979206e-06,11.881607759663
Hybrid,5,4.33499383159885e-07,0.454982029470584,0.811278124459133,1.18591752804922e-06,1.61072257265836
Hybrid,67,8.38744417805568e-07,0.511586430514968,0.811278124459133,4.44225174169399e-06,3.29184991361488
Hybrid,35,1.09135719498693e-06,0.702745490069298,0.811278124459133,5.05000542716662e-06,2.53570875463506
Hybrid,18,5.6470571450978e-07,0.704742069121255,0.811278124459133,2.96170754006319e-06,93.6844008927962
Immobile,13,2.32699634722532e-08,0.0790466791255583,0.811278124459133,2.27835812654285e-07,8.55891995309058
Immobile,5,1.64689199655642e-08,0.349091014354952,0.811278124459133,6.69664354802939e-08,2.07248927131593
Immobile,6,5.97380950483029e-08,0.20534853707834,0.811278124459133,2.51822952713374e-07,5.44968594498366
Immobile,12,3.44368175068491e-08,0.294910081179937,0.811278124459133,3.05458344980281e-07,8.41354458513032
